# Athena++ data at time=6.000000e-01  cycle=7794  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3         Bcc1         Bcc2         Bcc3     
0534  1.06404e+00  2.00946e+00  1.82317e-01  6.08478e+00 -1.28135e-14 -8.71635e+00  4.39477e-01  7.00781e-15 -1.25550e+00
0535  1.06594e+00  2.00229e+00  1.81234e-01  6.08478e+00 -1.33761e-14 -8.73199e+00  4.37908e-01  9.00566e-15 -1.25326e+00
0536  1.06785e+00  1.99515e+00  1.80158e-01  6.08478e+00 -1.33757e-14 -8.74763e+00  4.36347e-01  1.02418e-14 -1.25103e+00
0537  1.06975e+00  1.98806e+00  1.79091e-01  6.08478e+00 -1.29636e-14 -8.76328e+00  4.34795e-01  1.09307e-14 -1.24881e+00
0538  1.07166e+00  1.98100e+00  1.78032e-01  6.08478e+00 -1.03963e-14 -8.77892e+00  4.33251e-01  1.23933e-14 -1.24659e+00
0539  1.07356e+00  1.97397e+00  1.76981e-01  6.08478e+00 -6.00407e-15 -8.79456e+00  4.31716e-01  1.13332e-14 -1.24438e+00
0540  1.07546e+00  1.96699e+00  1.75938e-01  6.08478e+00 -1.93087e-15 -8.81020e+00  4.30188e-01  6.65946e-15 -1.24218e+00
0541  1.07737e+00  1.96004e+00  1.74903e-01  6.08478e+00  8.70874e-16 -8.82584e+00  4.28668e-01 -9.28185e-16 -1.23999e+00
0542  1.07927e+00  1.95313e+00  1.73876e-01  6.08478e+00  2.23063e-15 -8.84148e+00  4.27157e-01 -7.39899e-15 -1.23780e+00
0543  1.08118e+00  1.94626e+00  1.72857e-01  6.08478e+00  3.25311e-15 -8.85712e+00  4.25653e-01 -8.60992e-15 -1.23563e+00
0544  1.08308e+00  1.93942e+00  1.71846e-01  6.08478e+00  4.76360e-15 -8.87276e+00  4.24158e-01 -7.35568e-15 -1.23346e+00
0545  1.08499e+00  1.93262e+00  1.70842e-01  6.08478e+00  6.74240e-15 -8.88840e+00  4.22670e-01 -4.50203e-15 -1.23129e+00
0546  1.08689e+00  1.92585e+00  1.69846e-01  6.08478e+00  8.62222e-15 -8.90404e+00  4.21190e-01 -8.66548e-16 -1.22914e+00
0547  1.08879e+00  1.91912e+00  1.68857e-01  6.08478e+00  1.03997e-14 -8.91968e+00  4.19718e-01  2.78245e-15 -1.22699e+00
0548  1.09070e+00  1.91242e+00  1.67876e-01  6.08478e+00  1.21309e-14 -8.93532e+00  4.18254e-01  4.28087e-15 -1.22485e+00
0549  1.09260e+00  1.90576e+00  1.66902e-01  6.08478e+00  1.32867e-14 -8.95096e+00  4.16797e-01  3.63945e-15 -1.22272e+00
0550  1.09451e+00  1.89914e+00  1.65936e-01  6.08478e+00  1.42019e-14 -8.96660e+00  4.15348e-01  3.14093e-15 -1.22060e+00
0551  1.09641e+00  1.89255e+00  1.64977e-01  6.08478e+00  1.56339e-14 -8.98224e+00  4.13906e-01  3.73366e-15 -1.21848e+00
0552  1.09832e+00  1.88599e+00  1.64025e-01  6.08478e+00  1.64016e-14 -8.99788e+00  4.12472e-01  3.11712e-15 -1.21637e+00
0553  1.10022e+00  1.87947e+00  1.63080e-01  6.08478e+00  1.62529e-14 -9.01352e+00  4.11045e-01 -5.01827e-16 -1.21427e+00
0554  1.10212e+00  1.87298e+00  1.62143e-01  6.08477e+00  1.55126e-14 -9.02916e+00  4.09626e-01 -4.42510e-15 -1.21217e+00
0555  1.10403e+00  1.86652e+00  1.61212e-01  6.08477e+00  1.49527e-14 -9.04480e+00  4.08214e-01 -4.80534e-15 -1.21008e+00
0556  1.10593e+00  1.86010e+00  1.60288e-01  6.08477e+00  1.50238e-14 -9.06044e+00  4.06810e-01 -3.94327e-15 -1.20800e+00
0557  1.10784e+00  1.85371e+00  1.59371e-01  6.08477e+00  1.54542e-14 -9.07608e+00  4.05412e-01 -1.73260e-15 -1.20593e+00
0558  1.10974e+00  1.84735e+00  1.58461e-01  6.08477e+00  1.62034e-14 -9.09172e+00  4.04022e-01  1.34258e-15 -1.20386e+00
0559  1.11165e+00  1.84103e+00  1.57558e-01  6.08477e+00  1.70183e-14 -9.10736e+00  4.02639e-01  4.00175e-15 -1.20180e+00
0560  1.11355e+00  1.83474e+00  1.56661e-01  6.08477e+00  1.70922e-14 -9.12300e+00  4.01263e-01  4.31780e-15 -1.19975e+00
0561  1.11545e+00  1.82848e+00  1.55771e-01  6.08477e+00  1.69241e-14 -9.13864e+00  3.99894e-01  4.24889e-15 -1.19770e+00
0562  1.11736e+00  1.82225e+00  1.54887e-01  6.08476e+00  1.66233e-14 -9.15428e+00  3.98532e-01  3.76444e-15 -1.19566e+00
0563  1.11926e+00  1.81606e+00  1.54010e-01  6.08476e+00  1.59786e-14 -9.16992e+00  3.97177e-01  1.90212e-15 -1.19363e+00
0564  1.12117e+00  1.80989e+00  1.53140e-01  6.08476e+00  1.50985e-14 -9.18556e+00  3.95829e-01  2.86946e-17 -1.19161e+00
0565  1.12307e+00  1.80376e+00  1.52276e-01  6.08476e+00  1.34259e-14 -9.20120e+00  3.94487e-01 -2.98788e-15 -1.18959e+00
0566  1.12498e+00  1.79766e+00  1.51418e-01  6.08476e+00  9.98761e-15 -9.21683e+00  3.93153e-01 -7.68732e-15 -1.18758e+00
0567  1.12688e+00  1.79159e+00  1.50566e-01  6.08476e+00  4.15167e-15 -9.23247e+00  3.91825e-01 -1.23188e-14 -1.18557e+00
0568  1.12878e+00  1.78555e+00  1.49721e-01  6.08476e+00 -3.80599e-15 -9.24811e+00  3.90504e-01 -1.33555e-14 -1.18358e+00
0569  1.13069e+00  1.77954e+00  1.48882e-01  6.08475e+00 -1.04843e-14 -9.26375e+00  3.89190e-01 -1.10822e-14 -1.18158e+00
0570  1.13259e+00  1.77356e+00  1.48049e-01  6.08475e+00 -1.38105e-14 -9.27939e+00  3.87882e-01 -4.85650e-15 -1.17960e+00
0571  1.13450e+00  1.76761e+00  1.47222e-01  6.08475e+00 -1.36406e-14 -9.29503e+00  3.86581e-01  4.54049e-15 -1.17762e+00
0572  1.13640e+00  1.76169e+00  1.46401e-01  6.08475e+00 -1.28729e-14 -9.31067e+00  3.85286e-01  8.17674e-15 -1.17565e+00
0573  1.13831e+00  1.75580e+00  1.45585e-01  6.08475e+00 -1.24755e-14 -9.32631e+00  3.83998e-01  7.24516e-15 -1.17369e+00
0574  1.14021e+00  1.74994e+00  1.44776e-01  6.08475e+00 -1.27575e-14 -9.34194e+00  3.82717e-01  2.80376e-15 -1.17173e+00
0575  1.14211e+00  1.74411e+00  1.43973e-01  6.08474e+00 -1.39454e-14 -9.35758e+00  3.81441e-01 -3.60354e-15 -1.16978e+00
0576  1.14402e+00  1.73831e+00  1.43175e-01  6.08474e+00 -1.68059e-14 -9.37322e+00  3.80173e-01 -8.64966e-15 -1.16783e+00
0577  1.14592e+00  1.73254e+00  1.42384e-01  6.08474e+00 -2.15340e-14 -9.38886e+00  3.78910e-01 -9.92539e-15 -1.16590e+00
0578  1.14783e+00  1.72680e+00  1.41597e-01  6.08474e+00 -2.66602e-14 -9.40450e+00  3.77654e-01 -8.40090e-15 -1.16396e+00
0579  1.14973e+00  1.72108e+00  1.40817e-01  6.08474e+00 -3.05194e-14 -9.42014e+00  3.76404e-01 -4.33303e-15 -1.16204e+00
0580  1.15164e+00  1.71539e+00  1.40042e-01  6.08473e+00 -3.09845e-14 -9.43577e+00  3.75160e-01  2.24193e-15 -1.16012e+00
0581  1.15354e+00  1.70973e+00  1.39272e-01  6.08473e+00 -3.06669e-14 -9.45141e+00  3.73922e-01  7.84260e-15 -1.15821e+00
0582  1.15544e+00  1.70410e+00  1.38509e-01  6.08473e+00 -2.98809e-14 -9.46705e+00  3.72691e-01  1.04557e-14 -1.15630e+00
0583  1.15735e+00  1.69850e+00  1.37750e-01  6.08473e+00 -2.86456e-14 -9.48269e+00  3.71465e-01  1.29030e-14 -1.15440e+00
0584  1.15925e+00  1.69293e+00  1.36997e-01  6.08473e+00 -2.69785e-14 -9.49833e+00  3.70246e-01  1.65397e-14 -1.15251e+00
0585  1.16116e+00  1.68738e+00  1.36249e-01  6.08472e+00 -2.46011e-14 -9.51396e+00  3.69032e-01  2.15204e-14 -1.15062e+00
0586  1.16306e+00  1.68186e+00  1.35507e-01  6.08472e+00 -2.15068e-14 -9.52960e+00  3.67825e-01  2.47936e-14 -1.14874e+00
0587  1.16497e+00  1.67636e+00  1.34770e-01  6.08472e+00 -1.75961e-14 -9.54524e+00  3.66623e-01  2.51516e-14 -1.14686e+00
0588  1.16687e+00  1.67090e+00  1.34038e-01  6.08472e+00 -1.25327e-14 -9.56088e+00  3.65427e-01  2.35722e-14 -1.14499e+00
0589  1.16877e+00  1.66546e+00  1.33311e-01  6.08471e+00 -9.61214e-15 -9.57652e+00  3.64237e-01  1.80379e-14 -1.14313e+00
0590  1.17068e+00  1.66004e+00  1.32589e-01  6.08471e+00 -9.75531e-15 -9.59215e+00  3.63053e-01  1.06525e-14 -1.14127e+00
0591  1.17258e+00  1.65466e+00  1.31872e-01  6.08471e+00 -1.01473e-14 -9.60779e+00  3.61875e-01  6.03761e-15 -1.13942e+00
0592  1.17449e+00  1.64930e+00  1.31161e-01  6.08471e+00 -1.03834e-14 -9.62343e+00  3.60702e-01  4.42238e-15 -1.13757e+00
0593  1.17639e+00  1.64396e+00  1.30454e-01  6.08470e+00 -1.03289e-14 -9.63907e+00  3.59536e-01  3.17422e-15 -1.13574e+00
0594  1.17830e+00  1.63865e+00  1.29753e-01  6.08470e+00 -9.97563e-15 -9.65470e+00  3.58374e-01  1.13194e-15 -1.13390e+00
0595  1.18020e+00  1.63337e+00  1.29056e-01  6.08470e+00 -9.22113e-15 -9.67034e+00  3.57219e-01 -2.44913e-15 -1.13208e+00
0596  1.18211e+00  1.62811e+00  1.28364e-01  6.08470e+00 -8.06053e-15 -9.68598e+00  3.56069e-01 -6.46339e-15 -1.13025e+00
0597  1.18401e+00  1.62288e+00  1.27677e-01  6.08469e+00 -6.04130e-15 -9.70161e+00  3.54924e-01 -8.70179e-15 -1.12844e+00
0598  1.18591e+00  1.61767e+00  1.26994e-01  6.08469e+00 -3.13045e-15 -9.71725e+00  3.53785e-01 -1.03711e-14 -1.12663e+00
0599  1.18782e+00  1.61249e+00  1.26317e-01  6.08469e+00  3.03013e-16 -9.73289e+00  3.52652e-01 -1.17446e-14 -1.12482e+00
0600  1.18972e+00  1.60733e+00  1.25644e-01  6.08469e+00  3.91035e-15 -9.74853e+00  3.51523e-01 -1.23062e-14 -1.12303e+00
0601  1.19163e+00  1.60220e+00  1.24976e-01  6.08468e+00  8.09228e-15 -9.76416e+00  3.50401e-01 -1.18944e-14 -1.12123e+00
0602  1.19353e+00  1.59709e+00  1.24312e-01  6.08468e+00  1.22702e-14 -9.77980e+00  3.49284e-01 -1.16853e-14 -1.11945e+00
0603  1.19544e+00  1.59201e+00  1.23653e-01  6.08468e+00  1.66611e-14 -9.79544e+00  3.48172e-01 -1.03407e-14 -1.11767e+00
0604  1.19734e+00  1.58695e+00  1.22998e-01  6.08468e+00  2.05548e-14 -9.81107e+00  3.47065e-01 -8.87423e-15 -1.11589e+00
0605  1.19924e+00  1.58191e+00  1.22348e-01  6.08467e+00  2.34133e-14 -9.82671e+00  3.45963e-01 -7.85734e-15 -1.11412e+00
0606  1.20115e+00  1.57690e+00  1.21703e-01  6.08467e+00  2.50059e-14 -9.84235e+00  3.44867e-01 -7.57611e-15 -1.11236e+00
0607  1.20305e+00  1.57191e+00  1.21062e-01  6.08467e+00  2.59089e-14 -9.85798e+00  3.43776e-01 -7.54040e-15 -1.11060e+00
0608  1.20496e+00  1.56695e+00  1.20425e-01  6.08466e+00  2.59456e-14 -9.87362e+00  3.42691e-01 -8.53879e-15 -1.10885e+00
0609  1.20686e+00  1.56201e+00  1.19792e-01  6.08466e+00  2.57761e-14 -9.88926e+00  3.41610e-01 -9.92661e-15 -1.10710e+00
0610  1.20877e+00  1.55709e+00  1.19164e-01  6.08466e+00  2.46909e-14 -9.90489e+00  3.40534e-01 -1.18357e-14 -1.10536e+00
0611  1.21067e+00  1.55220e+00  1.18540e-01  6.08466e+00  2.22299e-14 -9.92053e+00  3.39464e-01 -1.41808e-14 -1.10362e+00
0612  1.21257e+00  1.54733e+00  1.17921e-01  6.08465e+00  1.88962e-14 -9.93617e+00  3.38398e-01 -1.60965e-14 -1.10189e+00
0613  1.21448e+00  1.54248e+00  1.17305e-01  6.08465e+00  1.52394e-14 -9.95180e+00  3.37338e-01 -1.66491e-14 -1.10016e+00
0614  1.21638e+00  1.53765e+00  1.16694e-01  6.08465e+00  1.18530e-14 -9.96744e+00  3.36283e-01 -1.63313e-14 -1.09844e+00
0615  1.21829e+00  1.53285e+00  1.16087e-01  6.08464e+00  8.68471e-15 -9.98307e+00  3.35232e-01 -1.58628e-14 -1.09673e+00
0616  1.22019e+00  1.52807e+00  1.15484e-01  6.08464e+00  5.58754e-15 -9.99871e+00  3.34186e-01 -1.51748e-14 -1.09502e+00
0617  1.22210e+00  1.52331e+00  1.14885e-01  6.08464e+00  2.51882e-15 -1.00143e+01  3.33146e-01 -1.39493e-14 -1.09331e+00
0618  1.22400e+00  1.51858e+00  1.14290e-01  6.08463e+00 -7.04057e-16 -1.00300e+01  3.32110e-01 -1.27335e-14 -1.09162e+00
0619  1.22590e+00  1.51386e+00  1.13699e-01  6.08463e+00 -4.08760e-15 -1.00456e+01  3.31079e-01 -1.18987e-14 -1.08992e+00
0620  1.22781e+00  1.50917e+00  1.13112e-01  6.08463e+00 -7.67158e-15 -1.00613e+01  3.30053e-01 -1.13019e-14 -1.08823e+00
0621  1.22971e+00  1.50450e+00  1.12529e-01  6.08462e+00 -1.06070e-14 -1.00769e+01  3.29031e-01 -9.53376e-15 -1.08655e+00
0622  1.23162e+00  1.49985e+00  1.11950e-01  6.08462e+00 -1.24578e-14 -1.00925e+01  3.28014e-01 -6.83493e-15 -1.08487e+00
0623  1.23352e+00  1.49523e+00  1.11375e-01  6.08462e+00 -1.39242e-14 -1.01082e+01  3.27002e-01 -4.42775e-15 -1.08320e+00
0624  1.23543e+00  1.49062e+00  1.10804e-01  6.08461e+00 -1.55784e-14 -1.01238e+01  3.25995e-01 -2.30904e-15 -1.08153e+00
0625  1.23733e+00  1.48604e+00  1.10236e-01  6.08461e+00 -1.75320e-14 -1.01394e+01  3.24992e-01 -1.76011e-16 -1.07987e+00
0626  1.23923e+00  1.48147e+00  1.09672e-01  6.08461e+00 -1.90892e-14 -1.01551e+01  3.23994e-01  2.19253e-15 -1.07821e+00
0627  1.24114e+00  1.47693e+00  1.09112e-01  6.08460e+00 -1.98383e-14 -1.01707e+01  3.23001e-01  5.08466e-15 -1.07656e+00
0628  1.24304e+00  1.47241e+00  1.08556e-01  6.08460e+00 -1.98617e-14 -1.01863e+01  3.22012e-01  9.17552e-15 -1.07491e+00
0629  1.24495e+00  1.46791e+00  1.08003e-01  6.08460e+00 -1.96071e-14 -1.02020e+01  3.21027e-01  1.46725e-14 -1.07327e+00
0630  1.24685e+00  1.46343e+00  1.07454e-01  6.08459e+00 -1.83072e-14 -1.02176e+01  3.20047e-01  2.00573e-14 -1.07163e+00
0631  1.24876e+00  1.45897e+00  1.06909e-01  6.08459e+00 -1.52646e-14 -1.02332e+01  3.19072e-01  2.37077e-14 -1.07000e+00
0632  1.25066e+00  1.45453e+00  1.06367e-01  6.08459e+00 -1.06998e-14 -1.02489e+01  3.18101e-01  2.51061e-14 -1.06837e+00
0633  1.25256e+00  1.45011e+00  1.05829e-01  6.08458e+00 -4.86766e-15 -1.02645e+01  3.17134e-01  2.61864e-14 -1.06675e+00
0634  1.25447e+00  1.44571e+00  1.05294e-01  6.08458e+00  1.56051e-15 -1.02802e+01  3.16172e-01  2.62503e-14 -1.06513e+00
0635  1.25637e+00  1.44134e+00  1.04763e-01  6.08458e+00  7.25038e-15 -1.02958e+01  3.15215e-01  2.49516e-14 -1.06352e+00
0636  1.25828e+00  1.43698e+00  1.04235e-01  6.08457e+00  1.19617e-14 -1.03114e+01  3.14261e-01  2.24186e-14 -1.06191e+00
0637  1.26018e+00  1.43264e+00  1.03711e-01  6.08457e+00  1.50084e-14 -1.03271e+01  3.13312e-01  1.94887e-14 -1.06031e+00
0638  1.26209e+00  1.42832e+00  1.03190e-01  6.08457e+00  1.51670e-14 -1.03427e+01  3.12367e-01  1.55294e-14 -1.05871e+00
0639  1.26399e+00  1.42402e+00  1.02672e-01  6.08456e+00  1.49635e-14 -1.03583e+01  3.11427e-01  1.24865e-14 -1.05712e+00
0640  1.26589e+00  1.41974e+00  1.02158e-01  6.08456e+00  1.44248e-14 -1.03740e+01  3.10490e-01  1.03130e-14 -1.05553e+00
0641  1.26780e+00  1.41548e+00  1.01648e-01  6.08456e+00  1.38914e-14 -1.03896e+01  3.09558e-01  8.39464e-15 -1.05395e+00
0642  1.26970e+00  1.41123e+00  1.01140e-01  6.08455e+00  1.39001e-14 -1.04052e+01  3.08630e-01  6.81745e-15 -1.05237e+00
0643  1.27161e+00  1.40701e+00  1.00636e-01  6.08455e+00  1.42432e-14 -1.04209e+01  3.07707e-01  4.65401e-15 -1.05080e+00
0644  1.27351e+00  1.40281e+00  1.00135e-01  6.08454e+00  1.48177e-14 -1.04365e+01  3.06787e-01  8.73325e-16 -1.04923e+00
0645  1.27542e+00  1.39862e+00  9.96375e-02  6.08454e+00  1.52641e-14 -1.04521e+01  3.05872e-01 -2.68836e-15 -1.04766e+00
0646  1.27732e+00  1.39446e+00  9.91430e-02  6.08454e+00  1.57512e-14 -1.04678e+01  3.04960e-01 -3.92999e-15 -1.04610e+00
0647  1.27922e+00  1.39031e+00  9.86518e-02  6.08453e+00  1.59408e-14 -1.04834e+01  3.04053e-01 -4.12555e-15 -1.04455e+00
0648  1.28113e+00  1.38618e+00  9.81637e-02  6.08453e+00  1.58648e-14 -1.04990e+01  3.03150e-01 -4.03225e-15 -1.04300e+00
0649  1.28303e+00  1.38207e+00  9.76787e-02  6.08453e+00  1.52338e-14 -1.05147e+01  3.02250e-01 -4.60143e-15 -1.04145e+00
0650  1.28494e+00  1.37797e+00  9.71969e-02  6.08452e+00  1.29721e-14 -1.05303e+01  3.01355e-01 -6.25908e-15 -1.03991e+00
0651  1.28684e+00  1.37390e+00  9.67181e-02  6.08452e+00  9.55658e-15 -1.05459e+01  3.00464e-01 -6.21641e-15 -1.03837e+00
0652  1.28875e+00  1.36984e+00  9.62424e-02  6.08451e+00  5.85826e-15 -1.05616e+01  2.99577e-01 -5.36940e-15 -1.03684e+00
0653  1.29065e+00  1.36580e+00  9.57698e-02  6.08451e+00  2.39623e-15 -1.05772e+01  2.98693e-01 -3.68406e-15 -1.03531e+00
0654  1.29255e+00  1.36178e+00  9.53001e-02  6.08451e+00 -9.71433e-16 -1.05929e+01  2.97814e-01 -2.82615e-15 -1.03379e+00
0655  1.29446e+00  1.35778e+00  9.48334e-02  6.08450e+00 -4.55111e-15 -1.06085e+01  2.96938e-01 -2.71970e-15 -1.03227e+00
0656  1.29636e+00  1.35380e+00  9.43698e-02  6.08450e+00 -8.61588e-15 -1.06241e+01  2.96066e-01 -3.07455e-15 -1.03076e+00
0657  1.29827e+00  1.34983e+00  9.39090e-02  6.08450e+00 -1.19866e-14 -1.06398e+01  2.95198e-01 -2.99842e-15 -1.02925e+00
0658  1.30017e+00  1.34588e+00  9.34512e-02  6.08449e+00 -1.34397e-14 -1.06554e+01  2.94334e-01 -1.62484e-15 -1.02774e+00
0659  1.30208e+00  1.34194e+00  9.29962e-02  6.08449e+00 -1.35724e-14 -1.06710e+01  2.93474e-01  2.01165e-15 -1.02624e+00
0660  1.30398e+00  1.33803e+00  9.25442e-02  6.08448e+00 -1.34618e-14 -1.06867e+01  2.92617e-01  5.80425e-15 -1.02474e+00
0661  1.30588e+00  1.33413e+00  9.20950e-02  6.08448e+00 -1.27381e-14 -1.07023e+01  2.91764e-01  8.26063e-15 -1.02325e+00
0662  1.30779e+00  1.33025e+00  9.16486e-02  6.08448e+00 -1.06256e-14 -1.07179e+01  2.90915e-01  9.81962e-15 -1.02176e+00
0663  1.30969e+00  1.32638e+00  9.12050e-02  6.08447e+00 -9.12739e-15 -1.07336e+01  2.90070e-01  9.28833e-15 -1.02028e+00
0664  1.31160e+00  1.32253e+00  9.07643e-02  6.08447e+00 -9.17805e-15 -1.07492e+01  2.89228e-01  6.59927e-15 -1.01880e+00
0665  1.31350e+00  1.31870e+00  9.03262e-02  6.08446e+00 -9.87344e-15 -1.07648e+01  2.88390e-01  3.42651e-15 -1.01732e+00
0666  1.31541e+00  1.31489e+00  8.98910e-02  6.08446e+00 -1.09011e-14 -1.07805e+01  2.87556e-01  2.68965e-15 -1.01585e+00
0667  1.31731e+00  1.31109e+00  8.94584e-02  6.08446e+00 -1.10033e-14 -1.07961e+01  2.86725e-01  2.98238e-15 -1.01439e+00
0668  1.31921e+00  1.30731e+00  8.90286e-02  6.08445e+00 -1.08924e-14 -1.08117e+01  2.85898e-01  3.20526e-15 -1.01292e+00
0669  1.32112e+00  1.30354e+00  8.86014e-02  6.08445e+00 -1.01430e-14 -1.08274e+01  2.85074e-01  3.75184e-15 -1.01146e+00
0670  1.32302e+00  1.29979e+00  8.81769e-02  6.08444e+00 -9.29655e-15 -1.08430e+01  2.84254e-01  3.50694e-15 -1.01001e+00
0671  1.32493e+00  1.29606e+00  8.77551e-02  6.08444e+00 -9.25275e-15 -1.08586e+01  2.83437e-01  1.22369e-15 -1.00856e+00
0672  1.32683e+00  1.29234e+00  8.73358e-02  6.08443e+00 -9.68079e-15 -1.08743e+01  2.82624e-01 -2.91485e-15 -1.00711e+00
0673  1.32874e+00  1.28864e+00  8.69192e-02  6.08443e+00 -1.08873e-14 -1.08899e+01  2.81815e-01 -6.03536e-15 -1.00567e+00
0674  1.33064e+00  1.28496e+00  8.65051e-02  6.08443e+00 -1.34865e-14 -1.09055e+01  2.81009e-01 -8.32827e-15 -1.00424e+00
0675  1.33254e+00  1.28129e+00  8.60936e-02  6.08442e+00 -1.69714e-14 -1.09212e+01  2.80206e-01 -9.07400e-15 -1.00280e+00
0676  1.33445e+00  1.27764e+00  8.56846e-02  6.08442e+00 -1.94898e-14 -1.09368e+01  2.79407e-01 -8.36034e-15 -1.00137e+00
0677  1.33635e+00  1.27400e+00  8.52782e-02  6.08441e+00 -1.96732e-14 -1.09524e+01  2.78611e-01 -5.82610e-15 -9.99948e-01
0678  1.33826e+00  1.27038e+00  8.48743e-02  6.08441e+00 -1.97072e-14 -1.09681e+01  2.77819e-01 -4.54875e-15 -9.98527e-01
0679  1.34016e+00  1.26677e+00  8.44728e-02  6.08441e+00 -1.94964e-14 -1.09837e+01  2.77030e-01 -3.73025e-15 -9.97110e-01
0680  1.34207e+00  1.26318e+00  8.40738e-02  6.08440e+00 -1.88731e-14 -1.09993e+01  2.76244e-01 -2.71869e-15 -9.95697e-01
0681  1.34397e+00  1.25960e+00  8.36773e-02  6.08440e+00 -1.73456e-14 -1.10150e+01  2.75462e-01 -6.46627e-16 -9.94288e-01
0682  1.34587e+00  1.25604e+00  8.32832e-02  6.08439e+00 -1.46575e-14 -1.10306e+01  2.74683e-01  1.23978e-15 -9.92883e-01
0683  1.34778e+00  1.25249e+00  8.28915e-02  6.08439e+00 -1.10858e-14 -1.10462e+01  2.73907e-01  1.75101e-15 -9.91482e-01
0684  1.34968e+00  1.24896e+00  8.25022e-02  6.08438e+00 -7.92891e-15 -1.10619e+01  2.73135e-01  9.77304e-16 -9.90085e-01
0685  1.35159e+00  1.24545e+00  8.21152e-02  6.08438e+00 -5.75012e-15 -1.10775e+01  2.72366e-01 -2.52913e-16 -9.88691e-01
0686  1.35349e+00  1.24194e+00  8.17306e-02  6.08437e+00 -4.75788e-15 -1.10931e+01  2.71600e-01 -1.33215e-15 -9.87302e-01
0687  1.35540e+00  1.23846e+00  8.13484e-02  6.08437e+00 -4.34456e-15 -1.11088e+01  2.70837e-01 -1.44343e-15 -9.85917e-01
0688  1.35730e+00  1.23499e+00  8.09685e-02  6.08437e+00 -3.85730e-15 -1.11244e+01  2.70077e-01 -6.13134e-16 -9.84535e-01
0689  1.35920e+00  1.23153e+00  8.05908e-02  6.08436e+00 -3.14757e-15 -1.11400e+01  2.69321e-01  8.13237e-16 -9.83157e-01
0690  1.36111e+00  1.22809e+00  8.02155e-02  6.08436e+00 -1.94933e-15 -1.11557e+01  2.68568e-01  1.97194e-15 -9.81784e-01
0691  1.36301e+00  1.22466e+00  7.98424e-02  6.08435e+00 -7.92314e-16 -1.11713e+01  2.67818e-01  1.89969e-15 -9.80414e-01
0692  1.36492e+00  1.22124e+00  7.94716e-02  6.08435e+00  5.74031e-17 -1.11869e+01  2.67071e-01  1.58030e-15 -9.79048e-01
0693  1.36682e+00  1.21784e+00  7.91031e-02  6.08434e+00  6.09974e-16 -1.12026e+01  2.66328e-01  1.11691e-15 -9.77685e-01
0694  1.36873e+00  1.21446e+00  7.87367e-02  6.08434e+00  7.58457e-16 -1.12182e+01  2.65587e-01  4.64577e-16 -9.76327e-01
0695  1.37063e+00  1.21109e+00  7.83725e-02  6.08434e+00  6.95744e-16 -1.12338e+01  2.64850e-01 -4.96391e-16 -9.74972e-01
0696  1.37253e+00  1.20773e+00  7.80106e-02  6.08433e+00  5.79798e-16 -1.12495e+01  2.64115e-01 -1.86759e-15 -9.73621e-01
0697  1.37444e+00  1.20439e+00  7.76508e-02  6.08433e+00  3.91500e-16 -1.12651e+01  2.63384e-01 -2.75156e-15 -9.72274e-01
0698  1.37634e+00  1.20106e+00  7.72931e-02  6.08432e+00  4.25130e-16 -1.12807e+01  2.62655e-01 -2.29316e-15 -9.70930e-01
0699  1.37825e+00  1.19774e+00  7.69376e-02  6.08432e+00  7.18270e-16 -1.12964e+01  2.61930e-01  5.10871e-16 -9.69590e-01
0700  1.38015e+00  1.19444e+00  7.65842e-02  6.08431e+00  1.84329e-15 -1.13120e+01  2.61208e-01  5.39038e-15 -9.68254e-01
0701  1.38206e+00  1.19115e+00  7.62330e-02  6.08431e+00  4.06148e-15 -1.13276e+01  2.60488e-01  8.93045e-15 -9.66922e-01
0702  1.38396e+00  1.18787e+00  7.58838e-02  6.08430e+00  6.50899e-15 -1.13433e+01  2.59772e-01  9.39106e-15 -9.65593e-01
0703  1.38586e+00  1.18461e+00  7.55367e-02  6.08430e+00  8.61932e-15 -1.13589e+01  2.59059e-01  9.11222e-15 -9.64268e-01
0704  1.38777e+00  1.18136e+00  7.51916e-02  6.08430e+00  9.90047e-15 -1.13745e+01  2.58348e-01  7.66450e-15 -9.62946e-01
0705  1.38967e+00  1.17813e+00  7.48486e-02  6.08429e+00  1.06020e-14 -1.13902e+01  2.57640e-01  6.52066e-15 -9.61628e-01
0706  1.39158e+00  1.17491e+00  7.45076e-02  6.08429e+00  1.13654e-14 -1.14058e+01  2.56936e-01  6.73160e-15 -9.60314e-01
0707  1.39348e+00  1.17170e+00  7.41687e-02  6.08428e+00  1.28699e-14 -1.14214e+01  2.56234e-01  7.49041e-15 -9.59003e-01
0708  1.39539e+00  1.16851e+00  7.38317e-02  6.08428e+00  1.50376e-14 -1.14371e+01  2.55535e-01  7.60051e-15 -9.57696e-01
0709  1.39729e+00  1.16532e+00  7.34968e-02  6.08427e+00  1.79350e-14 -1.14527e+01  2.54839e-01  7.69724e-15 -9.56393e-01
0710  1.39919e+00  1.16215e+00  7.31638e-02  6.08427e+00  2.12816e-14 -1.14683e+01  2.54146e-01  7.38105e-15 -9.55093e-01
0711  1.40110e+00  1.15900e+00  7.28328e-02  6.08426e+00  2.46870e-14 -1.14840e+01  2.53455e-01  7.03869e-15 -9.53796e-01
